station_a,station_b,distance_km,n_both_active_hours,n_offline_a,n_offline_b,n_both_offline,p_offline_a,p_offline_b,expected_both_offline_if_independent,cooccurrence_ratio
IJABAL14,INUQAT8,111.80213749887702,4092,400,280,140,0.09775171065493646,0.06842619745845552,27.370478983382206,5.115
IJABAL14,INUQAT9,92.02904549294217,4072,396,661,259,0.09724950884086445,0.16232809430255402,64.2819253438114,4.0291263619554085
IJABAL14,ITAHLI1,97.0723612175785,4119,407,474,208,0.09881039087157077,0.11507647487254188,46.83612527312455,4.441016390383479
IJABAL14,ITRIPO32,149.78260862213034,3634,311,1898,201,0.08558062740781508,0.5222894881673088,162.43203082003302,1.2374406635517503
IJABAL14,ITRIPO33,135.60872779209276,3959,393,636,188,0.09926749179085628,0.16064662793634757,63.1341247789846,2.977787379774993
IJABAL14,IZAWIY5,96.79694996813967,4174,412,543,198,0.09870627695256348,0.1300910397700048,53.59750838524197,3.69420157699941
IJABAL14,IZAWIY7,105.28201419465785,4139,412,472,168,0.09954095192075381,0.11403720705484416,46.98332930659579,3.575736383083759
IJABAL15,IJABAL16,69.46939500837128,4151,413,701,256,0.09949409780775717,0.16887496988677428,69.74536256323778,3.6704949345970648
IJABAL15,IJANZO2,151.05435916737272,4090,390,393,222,0.09535452322738386,0.0960880195599022,37.474327628361856,5.924055588177726
IJABAL15,IJANZO3,147.53978424443474,4107,394,444,187,0.09593377160944729,0.10810810810810811,42.5945945945946,4.390228426395939
IJABAL15,IJANZO4,138.12019934535755,3479,370,2821,349,0.10635240011497557,0.8108651911468813,300.02012072434604,1.1632553148682183
IJABAL15,IMISRA12,207.20354518117992,3922,320,484,224,0.0815910249872514,0.12340642529321774,39.49005609382968,5.6723140495867765
IJABAL15,IMISRA13,179.59216451489485,4180,413,562,273,0.09880382775119617,0.13444976076555024,55.52775119617225,4.916460582664818
IJABAL15,IMURQU5,110.53390860955385,3888,411,978,251,0.10570987654320987,0.2515432098765432,103.38425925925925,2.4278357440329588
IJABAL15,IMURQU6,178.13764031540532,3534,393,1435,231,0.11120543293718166,0.4060554612337295,159.5797962648557,1.4475516663563581
IJABAL15,IMURQU7,151.87924400931558,4128,413,616,224,0.1000484496124031,0.14922480620155038,61.6298449612403,3.6346026854501434
IJABAL15,INALUT3,163.10496485011507,4104,391,1535,274,0.0952729044834308,0.37402534113060426,146.24390838206625,1.8735823121204298
IJABAL15,INUQAT10,158.49115103593937,4014,390,657,181,0.09715994020926756,0.16367713004484305,63.83408071748879,2.8354759395855287
IJABAL15,INUQAT8,186.14218165332824,4092,390,280,181,0.09530791788856305,0.06842619745845552,26.68621700879765,6.782527472527473
IJABAL15,INUQAT9,150.33871305209857,4072,390,661,295,0.09577603143418467,0.16232809430255402,63.30795677799607,4.659761821637767
IJABAL15,ITAHLI1,115.894655947808,4119,406,474,277,0.09856761349842194,0.11507647487254188,46.721048798252,5.928805262829707
